Order ID,Order Date,Ship Date,Customer ID,Segment,Country/Region,City,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,order_date,ship_date,Year-Month
US-2019-150630,2019-09-17,2019-09-21,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001683,Office Supplies,Art,15.76,2,0.2,3.5460000000000007,2019-09-17,2019-09-21,2019-09
CA-2021-107727,2021-10-19,2021-10-23,MA-17560,Home Office,United States,Houston,Texas,Central,OFF-PA-10000249,Office Supplies,Paper,29.472,3,0.2,9.946799999999998,2021-10-19,2021-10-23,2021-10
CA-2020-117590,2020-12-08,2020-12-10,GH-14485,Corporate,United States,Richardson,Texas,Central,TEC-PH-10004977,Technology,Phones,1097.5440000000003,7,0.2,123.4736999999999,2020-12-08,2020-12-10,2020-12
CA-2020-117590,2020-12-08,2020-12-10,GH-14485,Corporate,United States,Richardson,Texas,Central,FUR-FU-10003664,Furniture,Furnishings,190.92,5,0.6,-147.96300000000002,2020-12-08,2020-12-10,2020-12
CA-2019-117415,2019-12-27,2019-12-31,SN-20710,Home Office,United States,Houston,Texas,Central,OFF-EN-10002986,Office Supplies,Envelopes,113.328,9,0.2,35.415,2019-12-27,2019-12-31,2019-12
CA-2019-117415,2019-12-27,2019-12-31,SN-20710,Home Office,United States,Houston,Texas,Central,FUR-BO-10002545,Furniture,Bookcases,532.3992,3,0.32,-46.97640000000001,2019-12-27,2019-12-31,2019-12
CA-2019-117415,2019-12-27,2019-12-31,SN-20710,Home Office,United States,Houston,Texas,Central,FUR-CH-10004218,Furniture,Chairs,212.058,3,0.3,-15.146999999999991,2019-12-27,2019-12-31,2019-12
CA-2019-117415,2019-12-27,2019-12-31,SN-20710,Home Office,United States,Houston,Texas,Central,TEC-PH-10000486,Technology,Phones,371.168,4,0.2,41.75639999999996,2019-12-27,2019-12-31,2019-12
CA-2021-120999,2021-09-10,2021-09-15,LC-16930,Corporate,United States,Naperville,Illinois,Central,TEC-PH-10004093,Technology,Phones,147.168,4,0.2,16.556399999999996,2021-09-10,2021-09-15,2021-09
CA-2020-101343,2020-07-17,2020-07-22,RA-19885,Corporate,United States,Los Angeles,California,West,OFF-ST-10003479,Office Supplies,Storage,77.88,2,0.0,3.8939999999999912,2020-07-17,2020-07-22,2020-07
CA-2021-139619,2021-09-19,2021-09-23,ES-14080,Corporate,United States,Melbourne,Florida,South,OFF-ST-10003282,Office Supplies,Storage,95.616,2,0.2,9.56160000000001,2021-09-19,2021-09-23,2021-09
CA-2020-118255,2020-03-11,2020-03-13,ON-18715,Corporate,United States,Eagan,Minnesota,Central,TEC-AC-10000171,Technology,Accessories,45.98,2,0.0,19.7714,2020-03-11,2020-03-13,2020-03
CA-2020-118255,2020-03-11,2020-03-13,ON-18715,Corporate,United States,Eagan,Minnesota,Central,OFF-BI-10003291,Office Supplies,Binders,17.46,2,0.0,8.206199999999999,2020-03-11,2020-03-13,2020-03
CA-2018-146703,2018-10-20,2018-10-25,PO-18865,Consumer,United States,Westland,Michigan,Central,OFF-ST-10001713,Office Supplies,Storage,211.96,4,0.0,8.478399999999993,2018-10-20,2018-10-25,2018-10
CA-2020-169194,2020-06-20,2020-06-25,LH-16900,Consumer,United States,Dover,Delaware,East,TEC-AC-10002167,Technology,Accessories,45.0,3,0.0,4.950000000000001,2020-06-20,2020-06-25,2020-06
CA-2020-169194,2020-06-20,2020-06-25,LH-16900,Consumer,United States,Dover,Delaware,East,TEC-PH-10003988,Technology,Phones,21.8,2,0.0,6.104000000000001,2020-06-20,2020-06-25,2020-06
CA-2019-115742,2019-04-18,2019-04-22,DP-13000,Consumer,United States,New Albany,Indiana,Central,OFF-BI-10004410,Office Supplies,Binders,38.22,6,0.0,17.9634,2019-04-18,2019-04-22,2019-04
CA-2019-115742,2019-04-18,2019-04-22,DP-13000,Consumer,United States,New Albany,Indiana,Central,OFF-LA-10002762,Office Supplies,Labels,75.17999999999999,6,0.0,35.334599999999995,2019-04-18,2019-04-22,2019-04
CA-2019-115742,2019-04-18,2019-04-22,DP-13000,Consumer,United States,New Albany,Indiana,Central,FUR-FU-10001706,Furniture,Furnishings,6.16,2,0.0,2.9568,2019-04-18,2019-04-22,2019-04
CA-2019-115742,2019-04-18,2019-04-22,DP-13000,Consumer,United States,New Albany,Indiana,Central,FUR-CH-10003061,Furniture,Chairs,89.99,1,0.0,17.098099999999988,2019-04-18,2019-04-22,2019-04
CA-2020-105816,2020-12-11,2020-12-17,JM-15265,Corporate,United States,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,15.260000000000002,7,0.0,6.256600000000001,2020-12-11,2020-12-17,2020-12
CA-2020-105816,2020-12-11,2020-12-17,JM-15265,Corporate,United States,New York City,New York,East,TEC-PH-10002447,Technology,Phones,1029.95,5,0.0,298.6855,2020-12-11,2020-12-17,2020-12
CA-2020-111682,2020-06-17,2020-06-18,TB-21055,Consumer,United States,Troy,New York,East,OFF-ST-10000604,Office Supplies,Storage,208.56,6,0.0,52.139999999999986,2020-06-17,2020-06-18,2020-06
CA-2020-111682,2020-06-17,2020-06-18,TB-21055,Consumer,United States,Troy,New York,East,OFF-PA-10001569,Office Supplies,Paper,32.400000000000006,5,0.0,15.552000000000001,2020-06-17,2020-06-18,2020-06
CA-2020-111682,2020-06-17,2020-06-18,TB-21055,Consumer,United States,Troy,New York,East,FUR-CH-10003968,Furniture,Chairs,319.41,5,0.1,7.098000000000006,2020-06-17,2020-06-18,2020-06
CA-2020-111682,2020-06-17,2020-06-18,TB-21055,Consumer,United States,Troy,New York,East,OFF-PA-10000587,Office Supplies,Paper,14.56,2,0.0,6.9888,2020-06-17,2020-06-18,2020-06
CA-2020-111682,2020-06-17,2020-06-18,TB-21055,Consumer,United States,Troy,New York,East,TEC-AC-10002167,Technology,Accessories,30.0,2,0.0,3.3000000000000007,2020-06-17,2020-06-18,2020-06
CA-2020-111682,2020-06-17,2020-06-18,TB-21055,Consumer,United States,Troy,New York,East,OFF-BI-10001460,Office Supplies,Binders,48.480000000000004,4,0.2,16.362,2020-06-17,2020-06-18,2020-06
CA-2020-111682,2020-06-17,2020-06-18,TB-21055,Consumer,United States,Troy,New York,East,OFF-AR-10001868,Office Supplies,Art,1.68,1,0.0,0.84,2020-06-17,2020-06-18,2020-06
CA-2019-135545,2019-11-24,2019-11-30,KM-16720,Consumer,United States,Los Angeles,California,West,TEC-AC-10004633,Technology,Accessories,13.98,2,0.0,6.151200000000001,2019-11-24,2019-11-30,2019-11
CA-2019-135545,2019-11-24,2019-11-30,KM-16720,Consumer,United States,Los Angeles,California,West,OFF-BI-10001078,Office Supplies,Binders,25.824,6,0.2,9.3612,2019-11-24,2019-11-30,2019-11
CA-2019-135545,2019-11-24,2019-11-30,KM-16720,Consumer,United States,Los Angeles,California,West,OFF-PA-10003892,Office Supplies,Paper,146.73,3,0.0,68.9631,2019-11-24,2019-11-30,2019-11
CA-2019-135545,2019-11-24,2019-11-30,KM-16720,Consumer,United States,Los Angeles,California,West,FUR-FU-10000397,Furniture,Furnishings,79.76,4,0.0,22.332800000000006,2019-11-24,2019-11-30,2019-11
US-2019-164175,2019-04-30,2019-05-05,PS-18970,Home Office,United States,Chicago,Illinois,Central,FUR-CH-10001146,Furniture,Chairs,213.11499999999998,5,0.3,-15.22250000000001,2019-04-30,2019-05-05,2019-04
CA-2018-106376,2018-12-05,2018-12-10,BS-11590,Corporate,United States,Gilbert,Arizona,West,OFF-AR-10002671,Office Supplies,Art,1113.0240000000001,8,0.2,111.30239999999998,2018-12-05,2018-12-10,2018-12
CA-2018-106376,2018-12-05,2018-12-10,BS-11590,Corporate,United States,Gilbert,Arizona,West,TEC-PH-10002726,Technology,Phones,167.96800000000002,4,0.2,62.988,2018-12-05,2018-12-10,2018-12
CA-2020-119823,2020-06-04,2020-06-06,KD-16270,Consumer,United States,Springfield,Virginia,South,OFF-PA-10000482,Office Supplies,Paper,75.88,2,0.0,35.663599999999995,2020-06-04,2020-06-06,2020-06
CA-2020-106075,2020-09-18,2020-09-23,HM-14980,Consumer,United States,New York City,New York,East,OFF-BI-10004654,Office Supplies,Binders,4.616,1,0.2,1.7309999999999999,2020-09-18,2020-09-23,2020-09
CA-2021-114440,2021-09-14,2021-09-17,TB-21520,Consumer,United States,Jackson,Michigan,Central,OFF-PA-10004675,Office Supplies,Paper,19.049999999999997,3,0.0,8.763,2021-09-14,2021-09-17,2021-09
US-2019-134026,2019-04-26,2019-05-02,JE-15745,Consumer,United States,Memphis,Tennessee,South,FUR-CH-10000513,Furniture,Chairs,831.9360000000001,8,0.2,-114.39120000000003,2019-04-26,2019-05-02,2019-04
US-2019-134026,2019-04-26,2019-05-02,JE-15745,Consumer,United States,Memphis,Tennessee,South,FUR-FU-10003708,Furniture,Furnishings,97.04,2,0.2,1.2129999999999974,2019-04-26,2019-05-02,2019-04
US-2019-134026,2019-04-26,2019-05-02,JE-15745,Consumer,United States,Memphis,Tennessee,South,OFF-ST-10004123,Office Supplies,Storage,72.784,1,0.2,-18.196,2019-04-26,2019-05-02,2019-04
US-2021-118038,2021-12-09,2021-12-11,KB-16600,Corporate,United States,Houston,Texas,Central,OFF-BI-10004182,Office Supplies,Binders,1.2479999999999998,3,0.8,-1.9344000000000006,2021-12-09,2021-12-11,2021-12
US-2021-118038,2021-12-09,2021-12-11,KB-16600,Corporate,United States,Houston,Texas,Central,FUR-FU-10000260,Furniture,Furnishings,9.708,3,0.6,-5.8248000000000015,2021-12-09,2021-12-11,2021-12
US-2021-118038,2021-12-09,2021-12-11,KB-16600,Corporate,United States,Houston,Texas,Central,OFF-ST-10000615,Office Supplies,Storage,27.240000000000002,3,0.2,2.724000000000002,2021-12-09,2021-12-11,2021-12
US-2018-147606,2018-11-26,2018-12-01,JE-15745,Consumer,United States,Houston,Texas,Central,FUR-FU-10003194,Furniture,Furnishings,19.3,5,0.6,-14.475000000000001,2018-11-26,2018-12-01,2018-11
CA-2020-127208,2020-06-12,2020-06-15,SC-20770,Corporate,United States,Decatur,Alabama,South,OFF-AP-10002118,Office Supplies,Appliances,208.16,1,0.0,56.20320000000001,2020-06-12,2020-06-15,2020-06
CA-2020-127208,2020-06-12,2020-06-15,SC-20770,Corporate,United States,Decatur,Alabama,South,OFF-BI-10002309,Office Supplies,Binders,16.740000000000002,3,0.0,8.0352,2020-06-12,2020-06-15,2020-06
CA-2018-139451,2018-10-12,2018-10-16,DN-13690,Consumer,United States,San Francisco,California,West,OFF-AR-10002053,Office Supplies,Art,14.9,5,0.0,4.172000000000001,2018-10-12,2018-10-16,2018-10
CA-2018-139451,2018-10-12,2018-10-16,DN-13690,Consumer,United States,San Francisco,California,West,OFF-ST-10002370,Office Supplies,Storage,21.39,1,0.0,6.203099999999999,2018-10-12,2018-10-16,2018-10
CA-2019-149734,2019-09-03,2019-09-08,JC-16105,Corporate,United States,Durham,North Carolina,South,OFF-EN-10000927,Office Supplies,Envelopes,200.98400000000004,7,0.2,62.807499999999976,2019-09-03,2019-09-08,2019-09
US-2021-119662,2021-11-13,2021-11-16,CS-12400,Home Office,United States,Chicago,Illinois,Central,OFF-ST-10003656,Office Supplies,Storage,230.376,3,0.2,-48.9549,2021-11-13,2021-11-16,2021-11
CA-2021-140088,2021-05-28,2021-05-30,PO-18865,Consumer,United States,Columbia,South Carolina,South,FUR-CH-10000863,Furniture,Chairs,301.96,2,0.0,33.215599999999995,2021-05-28,2021-05-30,2021-05
CA-2021-155558,2021-10-26,2021-11-02,PG-18895,Consumer,United States,Rochester,Minnesota,Central,TEC-AC-10001998,Technology,Accessories,19.99,1,0.0,6.796599999999998,2021-10-26,2021-11-02,2021-10
CA-2021-155558,2021-10-26,2021-11-02,PG-18895,Consumer,United States,Rochester,Minnesota,Central,OFF-LA-10000134,Office Supplies,Labels,6.16,2,0.0,2.9568,2021-10-26,2021-11-02,2021-10
CA-2020-159695,2020-04-05,2020-04-10,GM-14455,Home Office,United States,Houston,Texas,Central,OFF-ST-10003442,Office Supplies,Storage,158.36800000000002,7,0.2,13.857199999999999,2020-04-05,2020-04-10,2020-04
CA-2020-109806,2020-09-17,2020-09-22,JS-15685,Corporate,United States,Los Angeles,California,West,OFF-AR-10004930,Office Supplies,Art,20.1,3,0.0,6.632999999999998,2020-09-17,2020-09-22,2020-09
CA-2020-109806,2020-09-17,2020-09-22,JS-15685,Corporate,United States,Los Angeles,California,West,TEC-PH-10004093,Technology,Phones,73.584,2,0.2,8.278199999999998,2020-09-17,2020-09-22,2020-09
CA-2020-109806,2020-09-17,2020-09-22,JS-15685,Corporate,United States,Los Angeles,California,West,OFF-PA-10000304,Office Supplies,Paper,6.48,1,0.0,3.1104000000000003,2020-09-17,2020-09-22,2020-09
CA-2019-149587,2019-01-31,2019-02-05,KB-16315,Consumer,United States,Minneapolis,Minnesota,Central,OFF-PA-10003177,Office Supplies,Paper,12.96,2,0.0,6.2208000000000006,2019-01-31,2019-02-05,2019-01
CA-2019-149587,2019-01-31,2019-02-05,KB-16315,Consumer,United States,Minneapolis,Minnesota,Central,FUR-FU-10003799,Furniture,Furnishings,53.34,3,0.0,16.535399999999996,2019-01-31,2019-02-05,2019-01
CA-2019-149587,2019-01-31,2019-02-05,KB-16315,Consumer,United States,Minneapolis,Minnesota,Central,OFF-BI-10002852,Office Supplies,Binders,32.96,2,0.0,16.1504,2019-01-31,2019-02-05,2019-01
US-2021-109484,2021-11-06,2021-11-12,RB-19705,Home Office,United States,Portland,Oregon,West,OFF-BI-10004738,Office Supplies,Binders,5.682000000000001,1,0.7,-3.7880000000000003,2021-11-06,2021-11-12,2021-11
CA-2021-161018,2021-11-09,2021-11-11,PN-18775,Home Office,United States,New York City,New York,East,FUR-FU-10000629,Furniture,Furnishings,96.53,7,0.0,40.5426,2021-11-09,2021-11-11,2021-11
CA-2021-157833,2021-06-17,2021-06-20,KD-16345,Consumer,United States,San Francisco,California,West,OFF-BI-10001721,Office Supplies,Binders,51.312,3,0.2,17.9592,2021-06-17,2021-06-20,2021-06
CA-2020-149223,2020-09-06,2020-09-11,ER-13855,Corporate,United States,Saint Paul,Minnesota,Central,OFF-AP-10000358,Office Supplies,Appliances,77.88,6,0.0,22.585199999999993,2020-09-06,2020-09-11,2020-09
CA-2020-158568,2020-08-29,2020-09-02,RB-19465,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10003256,Office Supplies,Paper,64.624,7,0.2,22.618399999999994,2020-08-29,2020-09-02,2020-08
CA-2020-158568,2020-08-29,2020-09-02,RB-19465,Home Office,United States,Chicago,Illinois,Central,TEC-AC-10001767,Technology,Accessories,95.97600000000001,3,0.2,-10.79730000000001,2020-08-29,2020-09-02,2020-08
CA-2020-158568,2020-08-29,2020-09-02,RB-19465,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10002609,Office Supplies,Binders,1.7879999999999996,3,0.8,-3.0396,2020-08-29,2020-09-02,2020-08
CA-2020-129903,2020-12-01,2020-12-04,GZ-14470,Consumer,United States,Rochester,Minnesota,Central,OFF-PA-10004040,Office Supplies,Paper,23.92,4,0.0,11.7208,2020-12-01,2020-12-04,2020-12
US-2019-156867,2019-11-13,2019-11-17,LC-16870,Consumer,United States,Aurora,Colorado,West,TEC-AC-10001552,Technology,Accessories,238.89600000000002,6,0.2,-26.875800000000012,2019-11-13,2019-11-17,2019-11
US-2019-156867,2019-11-13,2019-11-17,LC-16870,Consumer,United States,Aurora,Colorado,West,FUR-FU-10004006,Furniture,Furnishings,102.35999999999999,3,0.2,-3.8385000000000105,2019-11-13,2019-11-17,2019-11
US-2019-156867,2019-11-13,2019-11-17,LC-16870,Consumer,United States,Aurora,Colorado,West,OFF-BI-10002794,Office Supplies,Binders,36.882000000000005,3,0.7,-25.8174,2019-11-13,2019-11-17,2019-11
CA-2021-119004,2021-11-23,2021-11-28,JM-15250,Consumer,United States,Charlotte,North Carolina,South,TEC-AC-10003499,Technology,Accessories,74.11200000000001,8,0.2,17.6016,2021-11-23,2021-11-28,2021-11
CA-2021-119004,2021-11-23,2021-11-28,JM-15250,Consumer,United States,Charlotte,North Carolina,South,TEC-PH-10002844,Technology,Phones,27.992000000000004,1,0.2,2.0993999999999993,2021-11-23,2021-11-28,2021-11
CA-2021-119004,2021-11-23,2021-11-28,JM-15250,Consumer,United States,Charlotte,North Carolina,South,OFF-AR-10000390,Office Supplies,Art,3.3040000000000003,1,0.2,1.0737999999999999,2021-11-23,2021-11-28,2021-11
CA-2019-129476,2019-10-15,2019-10-20,PA-19060,Home Office,United States,Orland Park,Illinois,Central,TEC-AC-10000844,Technology,Accessories,339.96000000000004,5,0.2,67.99199999999996,2019-10-15,2019-10-20,2019-10
CA-2021-146780,2021-12-25,2021-12-30,CV-12805,Corporate,United States,New York City,New York,East,FUR-FU-10001934,Furniture,Furnishings,41.96,2,0.0,10.909600000000001,2021-12-25,2021-12-30,2021-12
CA-2020-128867,2020-11-03,2020-11-10,CL-12565,Consumer,United States,Urbandale,Iowa,Central,OFF-AR-10000380,Office Supplies,Art,75.96,2,0.0,22.78799999999999,2020-11-03,2020-11-10,2020-11
CA-2020-128867,2020-11-03,2020-11-10,CL-12565,Consumer,United States,Urbandale,Iowa,Central,OFF-BI-10003981,Office Supplies,Binders,27.240000000000002,6,0.0,13.3476,2020-11-03,2020-11-10,2020-11
CA-2018-115259,2018-08-25,2018-08-27,RC-19960,Consumer,United States,Columbus,Ohio,East,OFF-FA-10000621,Office Supplies,Fasteners,40.096000000000004,14,0.2,14.534799999999997,2018-08-25,2018-08-27,2018-08
CA-2018-115259,2018-08-25,2018-08-27,RC-19960,Consumer,United States,Columbus,Ohio,East,OFF-EN-10002600,Office Supplies,Envelopes,4.720000000000001,2,0.2,1.6519999999999997,2018-08-25,2018-08-27,2018-08
CA-2018-115259,2018-08-25,2018-08-27,RC-19960,Consumer,United States,Columbus,Ohio,East,OFF-PA-10004965,Office Supplies,Paper,23.976000000000003,3,0.2,7.492499999999999,2018-08-25,2018-08-27,2018-08
CA-2018-115259,2018-08-25,2018-08-27,RC-19960,Consumer,United States,Columbus,Ohio,East,OFF-EN-10002504,Office Supplies,Envelopes,130.464,6,0.2,44.0316,2018-08-25,2018-08-27,2018-08
CA-2019-110457,2019-03-02,2019-03-06,DK-13090,Consumer,United States,Seattle,Washington,West,FUR-TA-10001768,Furniture,Tables,787.53,3,0.0,165.38129999999995,2019-03-02,2019-03-06,2019-03
US-2019-136476,2019-04-05,2019-04-10,GG-14650,Corporate,United States,Bristol,Tennessee,South,OFF-BI-10003650,Office Supplies,Binders,157.79400000000004,1,0.7,-115.7156,2019-04-05,2019-04-10,2019-04
CA-2020-103730,2020-06-12,2020-06-15,SC-20725,Consumer,United States,Wilmington,Delaware,East,FUR-FU-10002157,Furniture,Furnishings,47.04,3,0.0,18.345599999999997,2020-06-12,2020-06-15,2020-06
CA-2020-103730,2020-06-12,2020-06-15,SC-20725,Consumer,United States,Wilmington,Delaware,East,OFF-BI-10003910,Office Supplies,Binders,30.84,4,0.0,13.878,2020-06-12,2020-06-15,2020-06
CA-2020-103730,2020-06-12,2020-06-15,SC-20725,Consumer,United States,Wilmington,Delaware,East,OFF-ST-10000777,Office Supplies,Storage,226.56,6,0.0,63.436800000000005,2020-06-12,2020-06-15,2020-06
CA-2020-103730,2020-06-12,2020-06-15,SC-20725,Consumer,United States,Wilmington,Delaware,East,OFF-EN-10002500,Office Supplies,Envelopes,115.02,9,0.0,51.75899999999999,2020-06-12,2020-06-15,2020-06
CA-2020-103730,2020-06-12,2020-06-15,SC-20725,Consumer,United States,Wilmington,Delaware,East,TEC-PH-10003875,Technology,Phones,68.04,7,0.0,19.731599999999997,2020-06-12,2020-06-15,2020-06
US-2018-152030,2018-12-26,2018-12-28,AD-10180,Home Office,United States,Houston,Texas,Central,FUR-CH-10004063,Furniture,Chairs,600.558,3,0.3,-8.579400000000078,2018-12-26,2018-12-28,2018-12
US-2018-134614,2018-09-20,2018-09-25,PF-19165,Consumer,United States,Bloomington,Illinois,Central,FUR-TA-10004534,Furniture,Tables,617.7,6,0.5,-407.68200000000013,2018-09-20,2018-09-25,2018-09
US-2021-107272,2021-11-05,2021-11-12,TS-21610,Consumer,United States,Phoenix,Arizona,West,OFF-BI-10003274,Office Supplies,Binders,2.3880000000000003,2,0.7,-1.8308,2021-11-05,2021-11-12,2021-11
